Geoid20,Adjacent_Geoids
370999505002012,"370999505002003, 370999505003034, 370999505003036, 370999505003033"
370999502002003,"370999502002006, 370999502002014, 370999502002016, 370999502002000, 370999502002004, 370999502002001, 370999502002005, 370999502002002, 370999402004000, 370879207012002, 370879207011033"
370499603011017,"370499603011030, 370499603011016"
371139705021011,"371139705021023, 371139705021026, 371139705021024, 371139705021019, 371139705021013, 371139705021012, 371139705021015, 371139705021006, 370999509002092, 370999509002089, 370999509002088, 371139705021014, 371139705021010, 371139705021002, 371139705021000"
371190062241041,"371190062241054, 371190062241053, 371190062241044, 371190062241040, 371190062241043, 371190062241042, 371190062241033, 371190062142017"
371139703032027,"371139703032005, 371139703032030, 371139703032029, 371139703032028, 371139703032026, 371139703032014, 371139703032008, 371139703032007"
371510314011025,"371510314013017, 371510314011018, 371510314011020, 371510314011024"
370999503004004,"370999503004011, 370999503004076, 370999503004075, 370999503004077, 370999503004006, 370999503004014, 370999503004000"
371539707004007,"371539707002008, 371539707002001, 371539707002002, 371539707003021, 371539707003020, 371539707003006, 371539707004008, 371539707004001, 371539707004000"
370999502002031,"370999502002043, 370999502002033, 370999502002035, 370999502002028"
371050301023021,"371050301023018, 371050301023009, 371050301023002"
370999504001027,"370999504001031, 370999504002046, 370999504002039, 370999504001021"
370690608012066,"370690608012064, 370690606012013, 370690608012065, 370690608012028, 370690606012000"
370999509001001,"370999509001093, 370999509001094, 370999509001098, 370999509001000, 370999509001077, 370999507002125, 370999509001002, 370999507002123"
370999509002024,370999509002023
371070106002006,"371070106002007, 371070106002012, 371070106002009, 371070106002005, 371070106002002, 371070106002003, 371070106002004"
370999506003003,370999506003000
370999509001080,"370999509001078, 370999509001077"
370999508002078,"370999509001047, 370999508002060, 370999508002068, 370999508002070, 370999508002067"
371070101003003,"371070101003008, 371070101003006, 371070101003007, 371070101003002, 371070101003004"
370999505002004,"370999505002003, 370999505002013"
370999509002087,"370999509002086, 370999509002043, 370999509001063"
370999505001050,"370999505001043, 370999505002028, 370999505001047, 370999505002031, 370999505001044, 370999505001051, 370999505001056, 370999505002039, 370999505001048, 370999505002038, 370999505001042, 370999505002037, 370999505001034, 370999505001030"
370999509001077,"370999509001092, 370999509001091, 370999509001093, 370999509001076, 370999509001094, 370999509001079, 370999509001078, 370999509001080, 370999509001081, 370999509001073, 370999509001001, 370999509001002"
370879203001030,"370879203002016, 370879203001029, 370879203002012, 370879203001019, 370879203002003, 370879203001032, 370879203001031"
370999507002020,"370999507002026, 370999507001021, 370999507002021, 370999507001000, 370999507002019"
371559612001004,"371559612001012, 371559612001005, 371559612001002, 371559612001001"
370999402001004,"370999402001007, 370999402001015, 370999402001001, 370999402001020, 371739401001022, 371739401001021, 370999402001006, 370999402001005"
370999508002004,"370999508002060, 370999508002070, 370999508002067, 370999508002054, 370999508002056, 370999508002057, 370999508002058, 370999508002053, 370999508002059, 370999508002055, 370999508002003, 370999508002010"
370999503001002,"370999504001048, 370999504001047, 370999504001024, 370999503001020, 370999503001012, 370999504001040, 370999503001034, 370999503001033, 370999503001007, 370999503001025, 370999503001014, 370999504001042, 370999503001008, 370999504001004, 370999503001027, 370999503001011, 370999503001004, 370999503001013, 370999503001006, 370999503001003, 370999503001005, 370999503001009, 370999503001021, 370999503001015, 370999503001010, 370999503001000, 370999503001016"
370999507002109,"370999507002123, 370999507002128, 370999507002127, 370999507002108"
370999402004031,"370999402004034, 370999402004003, 370999402004017, 370999402001039, 370999402004033, 370999402004032, 370999402001007"
370999505002028,"371139704001000, 370999505001068, 371139701002011, 371139701002010, 370999505001070, 371139701002000, 370999505002030, 370999505002034, 370999505002032, 370999505002031, 370999505002033, 371139701001028, 370999505001050, 370999505002029, 370999505002036, 370999505002039, 370999505002038, 370999505002035, 370999505002037, 370999505002024, 370999505002027"
370999506005033,"370999506005047, 370999506005034, 370999506005032, 370999506005025, 370999506005026, 370999506005027"
370999507002057,"370999507002099, 370999507002058, 370999507002050, 370999507002045"
370999508001059,"370999508001060, 370999508001061, 370999508001050, 370999508001062, 370999508001033, 370999508001032"
370999502001007,"370999502001000, 370999502001010"
370999506001005,"370999506001015, 370999506001016, 370999506001018, 370999506001013, 370999506003008, 370999506001022, 370999506001008, 370999506001010, 370999506001009, 370999506001007, 370999506001028, 370999506001006, 370999506003007, 370999506001011, 370999506001025, 370999506001000, 370999505001021, 370999506001003, 370999506001001, 370999506001012, 370999505001017, 370999505001012"
370230208013019,"370230208013018, 370230208013016, 370230208013014, 370230208013015"
370899312001035,"370899312001045, 370899312001036, 370899312001034, 370899312002037, 370899312002036, 370899312002035"
370099707011012,"370099707011009, 371899201001021, 370099707011011, 370099707011004"
370999503002018,"370999503002017, 370999503002015"
370999507002131,"370999507002130, 370999507002119, 370999507002120, 370999507002118"
370999509001054,"370999508002093, 370999508002092, 370999508002090, 370999509001059, 370999508002091, 370999509001058, 370999509001052, 370999509001053, 370999509001055, 370999509001049, 370999509001047"
370999402002044,"370999402002051, 370999402002043, 371739603021022, 370999402002052, 370999402002045, 371739603021016, 370999402002047, 370999402002046, 371739603021000, 370999402002025"
370999508001073,"370999508002116, 370999508002115, 370999508001072, 370999508002001, 370999508001065"
371139703032019,"371139703041022, 371139703041023, 371139703032022, 371139703032023, 371139703041005, 371139703032016, 371139703032021, 371139703032020, 371139703032013, 371139703032015, 371139703032012, 371139703032011"
370999503002051,"370999503003009, 370999503002050"
370999503002020,"370999503002029, 370999503002030, 370999503002031, 370999503002042, 370999503002033, 370999503002015"
370999507002064,"370999507002063, 370999507002041"
370999503004024,370999503004018
370999508001008,"370999508001006, 370999506005015"
370999508001018,"370999508001023, 370999508001022, 370999508001016, 370999508001020, 370999508001017, 370999508001019, 370999508001021"
371139704001055,"371139704001057, 371139704001054, 371139704001056"
370999507001018,"370999507001015, 370999507001032, 370999507001012"
370999509002108,"370999509002090, 370999509002088"
370999506005014,"370999506005016, 370999506005017, 370999506005018, 370999506005015, 370999506005012, 370999506005013"
370999503004029,"370999503004028, 370999503004000"
370250408001000,"371590514003030, 371590514003020, 370250407011014, 370250408001017, 370250408001001, 370250407011013, 371590514003029"
370999504002027,"370999504002031, 370999504002030, 370999504002050, 370999504002024, 370999504002018, 370999504002016, 370999504002008, 370999504002013"
370999506004028,"370999506004012, 370999506004026, 370999506004019, 370999506004014"
370999402002014,"370999402002012, 370999402002016"
370999508001017,"370999508001023, 370999508001022, 370999508001016, 370999508001018"
370210028033004,"370210028033003, 371150105003061, 371150105003085"
370999507002065,"370999507002134, 370999507002066, 370999507002062, 370999507002063"
370999508002046,"370999508002045, 370999508002038"
370999508002055,"370999508002054, 370999508002004"
370999509001033,"370999509001041, 370999509001023, 370999509001027, 370999509001026"
370999509002094,370999509002088
371910008002062,"371910008001001, 371910008001000, 371910008002061, 371910008002021, 371910008002020"
371650106022062,"371650106022065, 371650106022066, 371650106022063, 371650106022061, 371650106022059, 371650106022034"
370999502001009,"370999502001000, 370879212021055, 370999502001024, 370999502002023, 370999502001023, 370879208002047, 370879212021062, 370879212021061"
371090711021001,"371090712011015, 371090711021011, 371090711021012, 371090711021010, 371090711021002, 371090712011016, 371090711021000, 371090712011017, 371090712011018, 371090712011001"
371270106042000,"371270106042004, 371270106042002, 371270106042001, 371270106042003, 371270106041001, 371270106041014, 371270106041013, 371270106041000"
371619610011044,"371619610012001, 371619610012000, 371619610011042, 371619610011045, 371619610011043, 371619610011037"
370999503001032,"370999503001034, 370999503003026, 370999503001037, 370999503001031, 370999503003014, 370999503001027"
370999507001040,"370999507001039, 370999507001034"
370999508001036,"370999508001032, 370999508001035, 370999506005046, 370999508001013, 370999508001038, 370999506005034, 370999508001037, 370999506005035"
371139705011010,"371139705011031, 371139705011006, 371139705011007, 371139705011009, 371139705011011, 371139705012067"
370999506004035,"370999506004021, 370999506004012, 370999506004024"
371139701002010,"371139701002042, 371139701002007, 371139704001040, 371139704001025, 371139701002011, 371139701002000, 370999505002028"
371150107001002,"371150107001036, 371150107001035, 371150107001037, 371150107001042, 371150107001000, 371150107001030"
371139701001001,"371139701001028, 371139701001036, 371139701001002, 371139701001031, 371139701001000"
371139707002018,"371139707002032, 371139707002015, 371139707002001"
371139706004073,"371139706004071, 371139706004072, 371139706004076"
371139707001072,"371139707002025, 371139707001066, 371139707001071, 371139707001063"
370250421011007,"370250421011006, 370250421011008, 370250421011002, 370250421011001, 370250421011000"
371139705012069,"371139705012068, 371139705012078, 371139705012076, 371139705012067, 371139705012079, 371139705012057, 371139705012055"
371139701002072,"371139701002070, 371139701002073, 371139701002071, 371139701002025, 371139701002026"
371139704001011,371139704001000
370879204002035,"370879204002034, 370879203003018, 370879204002031, 370879203003001, 370879203003002, 370879204002036, 370879204002032"
371150107002031,"371150107002028, 371150107002042, 371150107002026, 371150107002029"
370999402002008,"370999402002005, 370999402003013, 370999402002059, 370999402003015, 370999402002007"
371150106011010,"371150106011011, 371150106011004"
370999505001059,370999505001043
370879203004014,"370879203002000, 370879203002002, 370879203002001, 370879203004007, 370879203004009, 370879203004013, 370879203004011"
